股票代码,交易日,开盘价,收盘价,最高价,最低价,成交量
DJI,2020-12-31 00:00:00,30606.5,30606.5,30606.5,30606.5,30606.5,0
DJI,2021-01-04 00:00:00,30223.900390625,30223.900390625,30223.900390625,30223.900390625,30223.900390625,0
