股票代码,股票名称,交易市场,交易日,开盘价,收盘价,最高价,最低价,成交量（单位手）,成交额（单位万元）,换手率
000001,上证指数,1,2000-02-14,1591.44,1673.94,1674.13,1587.81,43645603,2658769,0.12;
000001,上证指数,1,2000-02-15,1709.22,1670.67,1746.44,1663.0,52609049,3893642,0.14;
000001,上证指数,1,2000-02-16,1674.93,1693.1,1695.88,1649.69,37505374,3601421,0.1;
000001,上证指数,1,2000-02-17,1734.26,1640.64,1770.88,1615.62,51469905,4991534,0.14;
000001,上证指数,1,2000-02-18,1623.96,1668.09,1668.16,1583.58,26813271,2699497,0.07;
000001,上证指数,1,2000-02-21,1681.36,1677.13,1697.01,1652.47,31115033,3385358,0.08;
000001,上证指数,1,2000-02-22,1681.29,1632.29,1687.51,1627.46,24350054,2708901,0.06;
000001,上证指数,1,2000-02-23,1618.0,1594.93,1630.54,1586.63,19271226,1942352,0.05;
000001,上证指数,1,2000-02-24,1593.94,1634.3,1634.32,1593.92,14011418,1527642,0.04;
000001,上证指数,1,2000-02-25,1639.91,1631.57,1650.36,1618.17,17118013,1915608,0.05;
000001,上证指数,1,2000-02-28,1639.79,1704.85,1704.88,1639.69,26167362,2583834,0.07;
000001,上证指数,1,2000-02-29,1728.13,1714.57,1733.14,1678.35,28762816,3329098,0.08;
000001,上证指数,1,2000-03-01,1720.59,1697.74,1721.14,1692.5,22564661,2473187,0.06;
000001,上证指数,1,2000-03-02,1697.56,1713.01,1721.59,1682.53,19874091,2130365,0.05;
000001,上证指数,1,2000-03-03,1728.35,1738.02,1750.64,1721.7,24914624,2683519,0.07;
000001,上证指数,1,2000-03-06,1756.31,1681.08,1762.82,1678.74,26582763,2777758,0.07;
000001,上证指数,1,2000-03-07,1661.94,1694.79,1694.88,1654.44,17756907,1726533,0.05;
000001,上证指数,1,2000-03-08,1699.46,1726.03,1726.04,1690.11,19857844,1829135,0.05;
000001,上证指数,1,2000-03-09,1734.76,1732.34,1741.22,1714.92,18013538,1930228,0.05;
000001,上证指数,1,2000-03-10,1731.94,1705.04,1743.13,1701.79,15985134,1700873,0.04;
000001,上证指数,1,2000-03-13,1706.76,1728.87,1729.0,1706.34,19879550,1436864,0.05;
000001,上证指数,1,2000-03-14,1690.65,1685.34,1700.37,1636.89,22928494,1994795,0.06;
000001,上证指数,1,2000-03-15,1680.29,1681.47,1695.16,1676.54,16817441,1644062,0.04;
000001,上证指数,1,2000-03-16,1671.09,1607.52,1671.17,1596.07,19861822,1485168,0.05;
000001,上证指数,1,2000-03-17,1602.36,1658.6,1661.97,1602.33,15382209,1461618,0.04;
000001,上证指数,1,2000-03-20,1646.31,1699.24,1699.28,1641.76,18199568,1793313,0.05;
000001,上证指数,1,2000-03-21,1704.08,1710.32,1713.2,1692.68,16424512,1799907,0.04;
000001,上证指数,1,2000-03-22,1713.24,1720.44,1726.59,1711.15,14694759,1727898,0.04;
000001,上证指数,1,2000-03-23,1724.18,1747.24,1747.28,1711.4,16766899,1792041,0.04;
000001,上证指数,1,2000-03-24,1761.44,1730.49,1770.26,1729.48,22089579,2330273,0.06;
000001,上证指数,1,2000-03-27,1736.69,1775.91,1776.02,1736.69,19949514,2074517,0.05;
000001,上证指数,1,2000-03-28,1788.82,1791.44,1799.95,1774.48,24506204,2313503,0.07;
000001,上证指数,1,2000-03-29,1797.88,1788.8,1803.82,1763.62,23100313,2026140,0.06;
000001,上证指数,1,2000-03-30,1793.67,1810.98,1811.06,1790.84,29391191,2011398,0.08;
000001,上证指数,1,2000-03-31,1810.55,1800.22,1810.89,1780.41,23446156,1975820,0.06;
000001,上证指数,1,2000-04-03,1799.57,1801.0,1816.86,1798.25,18877290,1875936,0.05;
000001,上证指数,1,2000-04-04,1795.16,1760.69,1795.16,1755.98,17136669,1571696,0.05;
000001,上证指数,1,2000-04-05,1756.3,1771.19,1776.71,1746.3,13615066,1281755,0.04;
000001,上证指数,1,2000-04-06,1775.78,1809.14,1809.16,1775.67,15012890,1499277,0.04;
000001,上证指数,1,2000-04-07,1816.78,1819.89,1822.61,1807.54,16088039,1610382,0.04;
000001,上证指数,1,2000-04-10,1826.61,1826.06,1831.85,1815.99,16815719,1661287,0.04;
000001,上证指数,1,2000-04-11,1826.4,1821.17,1828.05,1812.0,14254196,1474037,0.04;
000001,上证指数,1,2000-04-12,1822.39,1807.32,1823.83,1785.32,13655183,1317349,0.04;
000001,上证指数,1,2000-04-13,1807.83,1831.54,1832.08,1807.71,16558799,1535880,0.04;
000001,上证指数,1,2000-04-14,1835.86,1833.66,1840.18,1820.67,17911953,1722130,0.05;
000001,上证指数,1,2000-04-17,1829.61,1795.05,1829.92,1778.87,19850897,1875873,0.05;
000001,上证指数,1,2000-04-18,1794.33,1813.49,1813.57,1779.29,13221098,1298883,0.04;
000001,上证指数,1,2000-04-19,1819.08,1828.71,1831.57,1817.21,12799133,1363250,0.03;
000001,上证指数,1,2000-04-20,1831.65,1847.02,1847.51,1831.48,16560825,1702554,0.04;
000001,上证指数,1,2000-04-21,1851.3,1841.06,1858.26,1834.84,16256448,1753490,0.04;
000001,上证指数,1,2000-04-24,1844.69,1837.39,1848.97,1827.16,16178268,1609470,0.04;
000001,上证指数,1,2000-04-25,1838.05,1833.46,1841.86,1815.63,10783906,1133490,0.03;
000001,上证指数,1,2000-04-26,1835.66,1832.77,1842.88,1826.39,10173935,1082803,0.03;
000001,上证指数,1,2000-04-27,1835.6,1806.83,1840.57,1803.57,12339285,1260068,0.03;
000001,上证指数,1,2000-04-28,1805.5,1836.32,1836.32,1797.71,10980143,1170418,0.03;
000001,上证指数,1,2000-05-08,1848.17,1836.63,1852.9,1828.09,8967010,964472,0.02;
000001,上证指数,1,2000-05-09,1838.99,1806.63,1839.28,1799.82,9134938,970127,0.02;
000001,上证指数,1,2000-05-10,1801.42,1752.68,1801.64,1750.01,9462746,881926,0.03;
000001,上证指数,1,2000-05-11,1750.85,1724.04,1762.12,1718.89,8442942,838786,0.02;
000001,上证指数,1,2000-05-12,1725.86,1720.6,1740.95,1715.05,7408684,734590,0.02;
000001,上证指数,1,2000-05-15,1722.63,1704.58,1726.72,1695.53,7101224,686944,0.02;
000001,上证指数,1,2000-05-16,1706.72,1724.53,1725.9,1706.72,5342259,546288,0.01;
000001,上证指数,1,2000-05-17,1727.42,1725.39,1736.27,1722.71,5269118,551270,0.01;
000001,上证指数,1,2000-05-18,1725.6,1758.53,1758.54,1719.84,8362398,815031,0.02;
000001,上证指数,1,2000-05-19,1761.79,1777.82,1777.98,1754.88,9560524,1038732,0.03;
000001,上证指数,1,2000-05-22,1785.89,1824.73,1830.92,1783.3,14728508,1562900,0.04;
000001,上证指数,1,2000-05-23,1834.43,1832.07,1836.99,1811.57,12480706,1281211,0.03;
000001,上证指数,1,2000-05-24,1835.56,1855.49,1861.48,1831.84,15879331,1666510,0.04;
000001,上证指数,1,2000-05-25,1866.56,1880.7,1880.71,1860.77,16815655,1865326,0.04;
000001,上证指数,1,2000-05-26,1885.75,1879.61,1890.68,1860.91,20708712,1902166,0.06;
000001,上证指数,1,2000-05-29,1885.54,1898.74,1900.67,1882.74,18066882,1922452,0.05;
000001,上证指数,1,2000-05-30,1903.53,1877.47,1908.3,1868.61,16566748,1723071,0.04;
000001,上证指数,1,2000-05-31,1875.46,1894.55,1894.58,1869.33,15813671,1657802,0.04;
000001,上证指数,1,2000-06-01,1900.53,1903.48,1906.81,1889.99,14676789,1564762,0.04;
000001,上证指数,1,2000-06-02,1906.16,1916.25,1916.25,1897.71,17852167,1780362,0.05;
000001,上证指数,1,2000-06-05,1921.96,1899.09,1930.33,1889.81,29259320,2262372,0.08;
000001,上证指数,1,2000-06-06,1898.59,1925.54,1925.55,1891.66,17222635,1664479,0.05;
000001,上证指数,1,2000-06-07,1934.37,1935.03,1940.22,1921.38,15605297,1614331,0.04;
000001,上证指数,1,2000-06-08,1937.19,1925.2,1938.55,1913.36,16382650,1565898,0.04;
000001,上证指数,1,2000-06-09,1926.15,1900.78,1929.94,1896.06,15004190,1469676,0.04;
000001,上证指数,1,2000-06-12,1896.42,1912.55,1912.58,1884.61,12064371,1271804,0.03;
000001,上证指数,1,2000-06-13,1918.19,1938.67,1938.67,1917.19,14443010,1419647,0.04;
000001,上证指数,1,2000-06-14,1944.44,1932.29,1949.17,1929.7,16173320,1625188,0.04;
000001,上证指数,1,2000-06-15,1933.05,1942.28,1942.32,1925.91,14310931,1443113,0.04;
000001,上证指数,1,2000-06-16,1945.69,1926.94,1947.46,1919.4,15089056,1505535,0.04;
000001,上证指数,1,2000-06-19,1924.69,1915.2,1926.98,1910.46,12184016,1230238,0.03;
000001,上证指数,1,2000-06-20,1913.07,1895.34,1913.07,1888.08,10395531,1000386,0.03;
000001,上证指数,1,2000-06-21,1894.77,1913.13,1913.14,1894.63,8360026,894669,0.02;
000001,上证指数,1,2000-06-22,1918.16,1913.9,1921.14,1906.3,9098351,981993,0.02;
000001,上证指数,1,2000-06-23,1915.3,1939.62,1939.63,1913.65,12007681,1303530,0.03;
000001,上证指数,1,2000-06-26,1946.69,1948.63,1953.33,1943.24,14076976,1437753,0.04;
000001,上证指数,1,2000-06-27,1949.77,1942.89,1952.45,1938.13,11988234,1184054,0.03;
000001,上证指数,1,2000-06-28,1943.98,1947.48,1953.06,1940.05,11250772,1230478,0.03;
000001,上证指数,1,2000-06-29,1949.84,1937.26,1951.12,1924.47,11932661,1252411,0.03;
000001,上证指数,1,2000-06-30,1937.84,1928.1,1941.4,1924.96,12487160,1292650,0.03;
000001,上证指数,1,2000-07-03,1917.44,1895.63,1917.44,1890.52,15792124,1265005,0.04;
000001,上证指数,1,2000-07-04,1891.2,1907.93,1907.94,1888.24,14444331,944168,0.04;
000001,上证指数,1,2000-07-05,1910.42,1909.18,1918.9,1904.46,13046785,882317,0.03;
000001,上证指数,1,2000-07-06,1909.23,1902.55,1910.05,1896.65,9944768,919428,0.03;
000001,上证指数,1,2000-07-07,1904.08,1932.79,1932.82,1904.08,11695005,1107059,0.03;
000001,上证指数,1,2000-07-10,1938.84,1948.02,1948.06,1932.95,14532382,1436119,0.04;
000001,上证指数,1,2000-07-11,1952.25,1960.54,1960.59,1947.66,14459863,1469398,0.04;
000001,上证指数,1,2000-07-12,1965.23,1973.37,1974.41,1960.34,13941935,1514960,0.04;
000001,上证指数,1,2000-07-13,1978.55,1979.2,1984.06,1963.55,18182904,1972213,0.05;
000001,上证指数,1,2000-07-14,1981.77,1987.19,1987.22,1972.62,16215860,1674046,0.04;
000001,上证指数,1,2000-07-17,1992.89,1982.47,1997.93,1980.22,15876757,1594024,0.04;
000001,上证指数,1,2000-07-18,1982.49,1993.98,1993.99,1981.73,17580019,1210529,0.05;
000001,上证指数,1,2000-07-19,2000.33,1998.42,2004.46,1987.42,29161024,1496743,0.08;
000001,上证指数,1,2000-07-20,1999.08,1991.56,2003.8,1979.87,17396852,1394667,0.05;
000001,上证指数,1,2000-07-21,1994.42,1996.33,1998.34,1991.83,11750944,1120527,0.03;
000001,上证指数,1,2000-07-24,1998.24,1989.23,1999.9,1982.88,11914178,1170043,0.03;
000001,上证指数,1,2000-07-25,1990.14,1996.57,1997.84,1989.08,11303713,1135111,0.03;
000001,上证指数,1,2000-07-26,1999.44,2012.31,2012.39,1999.4,15200317,1233235,0.04;
000001,上证指数,1,2000-07-27,2017.45,2012.35,2024.99,2004.54,17430557,1530228,0.05;
000001,上证指数,1,2000-07-28,2014.11,2012.79,2016.94,2006.17,14974699,1381191,0.04;
000001,上证指数,1,2000-07-31,2016.14,2023.53,2023.56,2008.63,17216090,1590204,0.05;
000001,上证指数,1,2000-08-01,2027.01,2028.15,2031.92,2023.45,21189153,1275138,0.06;
000001,上证指数,1,2000-08-02,2030.78,2030.68,2033.19,2018.48,23999892,1295251,0.06;
000001,上证指数,1,2000-08-03,2032.93,2036.3,2038.65,2030.1,18375342,1407091,0.05;
000001,上证指数,1,2000-08-04,2037.46,2026.36,2041.28,2013.45,19626448,1552568,0.05;
000001,上证指数,1,2000-08-07,2025.18,2039.41,2039.41,2017.9,13755358,1357208,0.04;
000001,上证指数,1,2000-08-08,2042.74,2049.91,2050.07,2040.78,13785265,1387019,0.04;
000001,上证指数,1,2000-08-09,2051.65,2061.18,2061.28,2048.49,16374167,1630327,0.04;
000001,上证指数,1,2000-08-10,2065.3,2065.94,2067.74,2053.86,17379584,1848540,0.05;
000001,上证指数,1,2000-08-11,2067.78,2062.66,2070.29,2055.2,15340174,1594149,0.04;
000001,上证指数,1,2000-08-14,2065.93,2076.3,2076.32,2065.93,15202199,1433345,0.04;
000001,上证指数,1,2000-08-15,2079.06,2076.82,2082.73,2066.16,13494223,1317079,0.04;
000001,上证指数,1,2000-08-16,2078.48,2083.46,2083.46,2072.98,15434219,1404710,0.04;
000001,上证指数,1,2000-08-17,2086.8,2091.58,2092.32,2086.55,13945559,1412644,0.04;
000001,上证指数,1,2000-08-18,2093.63,2090.18,2097.31,2086.75,12574489,1322971,0.03;
000001,上证指数,1,2000-08-21,2095.37,2108.69,2108.87,2093.41,15876558,1677990,0.04;
000001,上证指数,1,2000-08-22,2112.01,2074.7,2114.52,2074.52,16069657,1609775,0.04;
000001,上证指数,1,2000-08-23,2064.04,2057.91,2080.14,1980.34,26412661,2395185,0.07;
000001,上证指数,1,2000-08-24,2058.52,2071.16,2073.94,2043.2,17246856,1752089,0.05;
000001,上证指数,1,2000-08-25,2073.71,2086.7,2086.72,2066.32,12290483,1376983,0.03;
000001,上证指数,1,2000-08-28,2092.12,2100.58,2100.7,2085.6,13832498,1482990,0.04;
000001,上证指数,1,2000-08-29,2103.03,2105.47,2105.63,2094.6,14521685,1389573,0.04;
000001,上证指数,1,2000-08-30,2107.01,2076.14,2108.09,2075.16,13380507,1422956,0.04;
000001,上证指数,1,2000-08-31,2062.83,2021.19,2064.76,2019.44,16110624,1462456,0.04;
000001,上证指数,1,2000-09-01,2009.15,1999.85,2026.35,1997.71,12795554,1239944,0.03;
000001,上证指数,1,2000-09-04,1994.88,2010.6,2010.6,1981.22,9840289,985158,0.03;
000001,上证指数,1,2000-09-05,2015.06,1963.79,2020.84,1959.59,9851131,926201,0.03;
000001,上证指数,1,2000-09-06,1955.49,1925.9,1964.26,1923.59,11017267,934597,0.03;
000001,上证指数,1,2000-09-07,1929.29,1950.66,1963.22,1929.29,8466657,790118,0.02;
000001,上证指数,1,2000-09-08,1955.15,1959.31,1963.89,1945.91,7223218,737194,0.02;
000001,上证指数,1,2000-09-11,1963.27,1972.04,1972.07,1956.07,7355435,751673,0.02;
000001,上证指数,1,2000-09-12,1975.41,1979.09,1979.32,1965.4,6688864,708669,0.02;
000001,上证指数,1,2000-09-13,1980.52,1988.93,1995.31,1975.12,8889416,808786,0.02;
000001,上证指数,1,2000-09-14,1989.97,1979.5,1992.36,1973.02,6467591,668882,0.02;
000001,上证指数,1,2000-09-15,1978.03,1978.43,1978.46,1966.87,6331164,635491,0.02;
000001,上证指数,1,2000-09-18,1979.53,1946.75,1981.12,1946.17,6892538,659222,0.02;
000001,上证指数,1,2000-09-19,1937.31,1903.15,1937.36,1895.49,9195399,823551,0.02;
000001,上证指数,1,2000-09-20,1902.91,1922.28,1922.29,1892.27,7043396,677135,0.02;
000001,上证指数,1,2000-09-21,1924.83,1907.3,1927.51,1905.65,6394554,661215,0.02;
000001,上证指数,1,2000-09-22,1904.57,1891.98,1904.57,1888.09,6683124,666431,0.02;
000001,上证指数,1,2000-09-25,1889.9,1875.91,1896.71,1874.21,4759702,479576,0.01;
000001,上证指数,1,2000-09-26,1878.31,1887.82,1890.67,1878.05,4358292,473810,0.01;
000001,上证指数,1,2000-09-27,1889.87,1914.08,1914.1,1889.87,4327159,440317,0.01;
000001,上证指数,1,2000-09-28,1915.49,1889.28,1917.06,1886.94,5049919,526612,0.01;
000001,上证指数,1,2000-09-29,1888.2,1910.16,1910.48,1888.07,4682326,526950,0.01;
000001,上证指数,1,2000-10-09,1912.07,1915.35,1915.49,1897.23,5166776,583338,0.01;
000001,上证指数,1,2000-10-10,1917.89,1942.14,1942.17,1917.68,6677506,718273,0.02;
000001,上证指数,1,2000-10-11,1944.24,1933.72,1948.01,1931.46,7252889,784794,0.02;
000001,上证指数,1,2000-10-12,1933.14,1926.32,1933.32,1918.46,7226056,782123,0.02;
000001,上证指数,1,2000-10-13,1927.35,1918.15,1932.31,1911.35,6642719,749151,0.02;
000001,上证指数,1,2000-10-16,1917.44,1902.8,1917.55,1897.9,6085036,626100,0.02;
000001,上证指数,1,2000-10-17,1902.07,1909.49,1909.49,1896.94,4174936,476953,0.01;
000001,上证指数,1,2000-10-18,1911.7,1922.84,1922.85,1911.7,5755032,786447,0.02;
000001,上证指数,1,2000-10-19,1925.21,1913.42,1927.36,1911.18,5965058,614057,0.02;
000001,上证指数,1,2000-10-20,1913.16,1947.45,1947.46,1912.37,9387661,1003114,0.02;
000001,上证指数,1,2000-10-23,1952.95,1958.93,1960.86,1945.67,8577974,981773,0.02;
000001,上证指数,1,2000-10-24,1960.36,1956.34,1962.13,1945.52,6357283,748300,0.02;
000001,上证指数,1,2000-10-25,1957.37,1977.25,1978.99,1957.31,11506544,1174825,0.03;
000001,上证指数,1,2000-10-26,1979.29,1967.67,1980.62,1962.2,10652764,904040,0.03;
000001,上证指数,1,2000-10-27,1968.17,1967.4,1971.78,1957.74,9037111,818372,0.02;
000001,上证指数,1,2000-10-30,1967.65,1973.57,1974.24,1962.81,9939449,966075,0.03;
000001,上证指数,1,2000-10-31,1974.52,1961.28,1979.99,1956.41,9090422,822795,0.02;
000001,上证指数,1,2000-11-01,1961.08,1977.36,1977.37,1959.72,8501940,852921,0.02;
000001,上证指数,1,2000-11-02,1981.76,1984.26,1992.85,1980.88,8933851,913683,0.02;
000001,上证指数,1,2000-11-03,1984.98,1981.63,1989.1,1977.21,9320818,777871,0.02;
000001,上证指数,1,2000-11-06,1983.07,1991.17,1992.87,1982.75,9996819,932325,0.03;
000001,上证指数,1,2000-11-07,1993.45,1997.07,1997.07,1990.05,7898747,759459,0.02;
000001,上证指数,1,2000-11-08,1999.15,2012.9,2012.98,1998.34,9254272,895864,0.02;
000001,上证指数,1,2000-11-09,2016.22,2032.48,2032.51,2014.83,14051628,1367770,0.04;
000001,上证指数,1,2000-11-10,2037.08,2047.45,2051.34,2033.62,13965900,1627821,0.04;
000001,上证指数,1,2000-11-13,2054.47,2070.78,2071.68,2053.44,14408777,1591433,0.04;
000001,上证指数,1,2000-11-14,2072.79,2085.11,2085.11,2055.21,12448777,1468329,0.03;
000001,上证指数,1,2000-11-15,2087.27,2081.9,2092.65,2074.37,13334267,1474630,0.04;
000001,上证指数,1,2000-11-16,2081.13,2095.98,2096.04,2080.6,12821820,1442303,0.03;
000001,上证指数,1,2000-11-17,2098.88,2093.23,2104.69,2084.89,11801326,1340334,0.03;
000001,上证指数,1,2000-11-20,2092.59,2101.38,2101.39,2078.27,13102959,1383241,0.03;
000001,上证指数,1,2000-11-21,2104.06,2097.98,2112.91,2095.58,12479719,1245469,0.03;
000001,上证指数,1,2000-11-22,2097.28,2113.3,2113.34,2091.62,12146707,1250119,0.03;
000001,上证指数,1,2000-11-23,2119.15,2119.43,2125.72,2109.21,12492077,1455124,0.03;
000001,上证指数,1,2000-11-24,2119.01,2053.37,2125.4,2045.51,16497561,1717694,0.04;
000001,上证指数,1,2000-11-27,2041.15,2049.67,2062.8,2031.93,10587826,1178842,0.03;
000001,上证指数,1,2000-11-28,2052.77,2079.39,2079.47,2052.77,8588966,950944,0.02;
000001,上证指数,1,2000-11-29,2081.49,2067.49,2082.9,2055.93,9943629,1111732,0.03;
000001,上证指数,1,2000-11-30,2067.07,2070.61,2072.29,2057.04,8465550,887250,0.02;
000001,上证指数,1,2000-12-01,2073.08,2081.84,2082.02,2071.49,12285286,940584,0.03;
000001,上证指数,1,2000-12-04,2084.48,2092.13,2092.32,2077.8,14228850,1034758,0.04;
000001,上证指数,1,2000-12-05,2094.99,2091.67,2097.28,2085.8,13895864,977610,0.04;
000001,上证指数,1,2000-12-06,2092.99,2075.62,2095.43,2070.34,11383325,1131207,0.03;
000001,上证指数,1,2000-12-07,2072.53,2075.04,2078.14,2060.72,9687361,1053790,0.03;
000001,上证指数,1,2000-12-08,2074.56,2073.16,2083.27,2069.66,11583235,1092719,0.03;
000001,上证指数,1,2000-12-11,2072.28,2046.07,2072.47,2039.0,11986534,980458,0.03;
000001,上证指数,1,2000-12-12,2045.17,2059.05,2059.05,2037.9,10991829,973995,0.03;
000001,上证指数,1,2000-12-13,2057.38,2056.12,2059.6,2050.17,9385102,898059,0.02;
000001,上证指数,1,2000-12-14,2056.99,2051.07,2059.27,2046.93,14192813,796748,0.04;
000001,上证指数,1,2000-12-15,2052.79,2039.36,2055.6,2036.88,13205907,896087,0.04;
000001,上证指数,1,2000-12-18,2038.44,2044.54,2044.56,2024.28,11262588,972261,0.03;
000001,上证指数,1,2000-12-19,2047.34,2049.03,2056.75,2046.02,11368183,1149722,0.03;
000001,上证指数,1,2000-12-20,2050.06,2071.26,2071.3,2048.64,11920718,1160275,0.03;
000001,上证指数,1,2000-12-21,2075.56,2076.88,2086.93,2074.33,12498349,1285822,0.03;
000001,上证指数,1,2000-12-22,2078.42,2069.76,2079.96,2066.22,12032661,1311252,0.03;
000001,上证指数,1,2000-12-25,2071.56,2068.17,2075.21,2062.03,12061013,1238726,0.03;
000001,上证指数,1,2000-12-26,2070.37,2076.26,2076.4,2068.81,10428055,1120271,0.03;
000001,上证指数,1,2000-12-27,2077.71,2058.24,2079.76,2055.99,11761632,1218766,0.03;
000001,上证指数,1,2000-12-28,2054.51,2053.7,2061.05,2047.74,13842400,1209451,0.04;
000001,上证指数,1,2000-12-29,2055.82,2073.47,2073.87,2055.5,13658680,1148467,0.04;
000001,上证指数,1,2001-01-02,2077.07,2103.46,2103.53,2074.88,18650746,1459987,0.05;
000001,上证指数,1,2001-01-03,2108.25,2123.89,2123.9,2105.49,17157673,1819950,0.05;
000001,上证指数,1,2001-01-04,2125.48,2117.4,2127.41,2113.17,13423541,1470451,0.04;
000001,上证指数,1,2001-01-05,2117.66,2125.3,2125.38,2114.05,13288175,1527936,0.04;
000001,上证指数,1,2001-01-08,2128.6,2102.06,2131.98,2092.09,14787085,1632258,0.04;
000001,上证指数,1,2001-01-09,2099.32,2101.13,2111.1,2082.84,11649338,1196112,0.03;
000001,上证指数,1,2001-01-10,2102.08,2125.61,2125.67,2102.06,12916883,1346676,0.03;
000001,上证指数,1,2001-01-11,2129.61,2119.14,2131.36,2117.02,14072209,1510498,0.04;
000001,上证指数,1,2001-01-12,2116.84,2104.74,2117.72,2100.27,10660882,1140447,0.03;
000001,上证指数,1,2001-01-15,2097.09,2032.44,2097.09,2030.28,14998588,1411238,0.04;
000001,上证指数,1,2001-01-16,2018.29,2045.88,2045.94,2007.7,11583722,1080342,0.03;
000001,上证指数,1,2001-01-17,2046.37,2034.58,2048.69,2031.75,7324134,688381,0.02;
000001,上证指数,1,2001-01-18,2033.68,2043.11,2049.35,2033.57,10341571,891357,0.03;
000001,上证指数,1,2001-01-19,2046.58,2065.6,2067.87,2046.54,11831264,931802,0.03;
000001,上证指数,1,2001-02-05,2069.85,2008.03,2072.54,2005.68,8974243,782793,0.02;
000001,上证指数,1,2001-02-06,1999.72,1995.31,1999.72,1956.17,9528427,839483,0.03;
000001,上证指数,1,2001-02-07,1995.6,1979.93,1998.25,1978.59,5882229,537836,0.02;
000001,上证指数,1,2001-02-08,1977.55,1930.13,1986.89,1926.4,8885737,795657,0.02;
000001,上证指数,1,2001-02-09,1935.18,1956.97,1963.32,1935.18,11237019,840528,0.03;
000001,上证指数,1,2001-02-12,1958.65,1961.22,1961.81,1935.58,7203075,680257,0.02;
000001,上证指数,1,2001-02-13,1962.52,1963.52,1973.99,1958.99,5403514,531875,0.01;
000001,上证指数,1,2001-02-14,1962.73,1963.2,1966.84,1956.42,4382153,432317,0.01;
000001,上证指数,1,2001-02-15,1963.44,1946.47,1966.92,1944.56,4506756,439733,0.01;
000001,上证指数,1,2001-02-16,1942.04,1941.96,1942.12,1911.87,6750209,634709,0.02;
000001,上证指数,1,2001-02-19,1942.57,1967.55,1969.34,1935.65,5846083,543909,0.02;
000001,上证指数,1,2001-02-20,1969.77,1953.21,1980.38,1947.25,6435934,658074,0.02;
000001,上证指数,1,2001-02-21,1948.41,1909.32,1948.41,1901.2,7617817,765437,0.02;
000001,上证指数,1,2001-02-22,1901.99,1907.26,1922.45,1893.78,5054734,533666,0.01;
000001,上证指数,1,2001-02-23,1906.91,1936.34,1936.63,1906.55,6209740,581582,0.02;
000001,上证指数,1,2001-02-26,1940.77,1954.69,1954.77,1935.54,7624348,716329,0.02;
000001,上证指数,1,2001-02-27,1956.27,1962.04,1962.28,1946.98,7398593,687591,0.02;
000001,上证指数,1,2001-02-28,1964.35,1959.18,1965.02,1950.93,6141354,686047,0.02;
000001,上证指数,1,2001-03-01,1959.0,1965.12,1968.35,1953.72,11667369,840377,0.03;
000001,上证指数,1,2001-03-02,1969.05,1985.11,1987.38,1968.96,15163577,904578,0.04;
000001,上证指数,1,2001-03-05,1991.28,1984.2,1993.8,1979.65,10719359,794802,0.03;
000001,上证指数,1,2001-03-06,1986.73,1990.06,1990.06,1977.11,20872239,1448716,0.06;
000001,上证指数,1,2001-03-07,1991.27,1991.17,1996.85,1986.04,13890054,1069387,0.04;
000001,上证指数,1,2001-03-08,1990.63,2000.9,2002.25,1989.86,11490403,940184,0.03;
000001,上证指数,1,2001-03-09,2003.2,2011.66,2015.5,1999.47,15681034,1323295,0.04;
000001,上证指数,1,2001-03-12,2013.31,2012.55,2015.59,2004.96,12333489,1087539,0.03;
