股票代码,股票名称,交易市场,交易日,开盘价,收盘价,最高价,最低价,成交量（单位手）,成交额（单位万元）,换手率
399001,深证成指,0,2020-01-02,10509.1,10638.8,10663.5,10479.8,393257469,42434740,2.1;
399001,深证成指,0,2020-01-03,10666.7,10656.4,10689.6,10594.4,374182702,40540533,2.0;
399001,深证成指,0,2020-01-06,10599.4,10698.3,10799.6,10577.8,439641646,47289267,2.35;
399001,深证成指,0,2020-01-07,10725.2,10829.0,10829.0,10723.9,414499628,44416576,2.21;
399001,深证成指,0,2020-01-08,10776.7,10706.9,10851.3,10681.0,462506911,47274064,2.47;
399001,深证成指,0,2020-01-09,10807.0,10898.2,10899.5,10807.0,396591114,43490332,2.12;
399001,深证成指,0,2020-01-10,10928.0,10879.8,10933.8,10833.5,355689713,39860076,1.9;
399001,深证成指,0,2020-01-13,10894.0,11040.2,11040.2,10851.7,345273664,40950555,1.84;
399001,深证成指,0,2020-01-14,11074.9,10988.8,11086.8,10983.4,377298122,43040061,2.01;
399001,深证成指,0,2020-01-15,10978.3,10972.3,11001.8,10882.8,331233272,37816053,1.77;
399001,深证成指,0,2020-01-16,10986.7,10967.4,11008.2,10934.7,317968374,37595768,1.7;
399001,深证成指,0,2020-01-17,11001.7,10954.4,11045.2,10927.8,304820104,36514321,1.63;
399001,深证成指,0,2020-01-20,10981.5,11115.9,11115.9,10936.8,330625513,40800103,1.76;
399001,深证成指,0,2020-01-21,11077.7,10953.4,11078.0,10948.6,338540805,40425843,1.81;
399001,深证成指,0,2020-01-22,10896.5,11072.1,11105.7,10761.7,352090081,42953126,1.88;
399001,深证成指,0,2020-01-23,10947.9,10681.9,11026.0,10572.3,402894259,48154753,2.15;
399001,深证成指,0,2020-02-03,9706.58,9779.67,9934.35,9706.58,195449923,26245973,1.04;
399001,深证成指,0,2020-02-04,9578.87,10089.7,10095.7,9578.87,511560079,53603734,2.73;
399001,深证成指,0,2020-02-05,10159.5,10305.5,10445.1,10148.2,454671826,52309959,2.43;
399001,深证成指,0,2020-02-06,10306.1,10601.3,10633.2,10214.8,481109435,55485605,2.57;
399001,深证成指,0,2020-02-07,10569.7,10611.5,10629.2,10441.9,489619558,56720098,2.61;
399001,深证成指,0,2020-02-10,10577.6,10728.5,10730.0,10551.5,470890836,54427432,2.51;
399001,深证成指,0,2020-02-11,10750.0,10768.6,10839.2,10678.1,417815191,48306869,2.23;
399001,深证成指,0,2020-02-12,10735.0,10940.8,10944.6,10724.1,420141763,49254545,2.24;
399001,深证成指,0,2020-02-13,10936.5,10864.3,10988.2,10820.9,455290399,53658501,2.43;
399001,深证成指,0,2020-02-14,10854.5,10916.3,11017.7,10822.1,417093368,50489246,2.23;
399001,深证成指,0,2020-02-17,10974.9,11241.5,11241.5,10974.9,481114964,57018882,2.57;
399001,深证成指,0,2020-02-18,11244.8,11306.5,11306.5,11143.4,528090836,62494751,2.82;
399001,深证成指,0,2020-02-19,11300.2,11235.6,11388.0,11229.5,537762852,65748429,2.87;
399001,深证成指,0,2020-02-20,11278.9,11509.1,11519.1,11248.9,551710620,65466463,2.94;
399001,深证成指,0,2020-02-21,11506.7,11629.7,11727.9,11493.6,600391734,72597146,3.2;
399001,深证成指,0,2020-02-24,11620.6,11772.4,11809.8,11548.4,620546348,77045750,3.31;
399001,深证成指,0,2020-02-25,11537.5,11856.1,11869.4,11350.3,730505830,90218739,3.9;
399001,深证成指,0,2020-02-26,11677.6,11497.5,11770.5,11453.7,686513098,81734852,3.66;
399001,深证成指,0,2020-02-27,11555.8,11534.0,11684.5,11401.3,551694825,65463200,2.94;
399001,深证成指,0,2020-02-28,11150.7,10980.8,11338.3,10962.2,610890437,69684822,3.26;
399001,深证成指,0,2020-03-02,11115.5,11381.8,11457.4,11053.3,532405548,63208643,2.84;
399001,深证成指,0,2020-03-03,11597.7,11484.2,11734.2,11378.8,601666153,72895034,3.21;
399001,深证成指,0,2020-03-04,11411.6,11493.0,11501.8,11273.3,513348247,60211706,2.74;
399001,深证成指,0,2020-03-05,11644.4,11711.4,11739.8,11521.3,593054203,68919554,3.16;
399001,深证成指,0,2020-03-06,11555.5,11582.8,11690.2,11541.8,538856740,58010434,2.87;
399001,深证成指,0,2020-03-09,11363.8,11108.5,11407.5,11100.9,584734799,64807734,3.12;
399001,深证成指,0,2020-03-10,11016.9,11403.5,11406.3,10917.0,581355154,65650253,3.1;
399001,深证成指,0,2020-03-11,11436.4,11200.0,11444.8,11197.1,529580219,59406317,2.83;
399001,深证成指,0,2020-03-12,11022.4,10941.0,11070.4,10842.4,465707948,50940699,2.48;
399001,深证成指,0,2020-03-13,10382.2,10831.1,10956.5,10380.2,529004539,57370191,2.82;
399001,深证成指,0,2020-03-16,10867.7,10253.3,10867.7,10217.9,520482616,58767795,2.78;
399001,深证成指,0,2020-03-17,10337.9,10202.8,10449.3,9885.86,449164288,49507315,2.4;
399001,深证成指,0,2020-03-18,10295.0,10029.6,10479.8,10029.6,452580805,51837387,2.41;
399001,深证成指,0,2020-03-19,10023.1,10019.9,10101.8,9719.49,432237747,49194929,2.31;
399001,深证成指,0,2020-03-20,10150.8,10150.1,10174.5,9964.29,380046973,43545853,2.03;
399001,深证成指,0,2020-03-23,9828.9,9691.53,9929.96,9659.35,388114616,41898561,2.07;
399001,深证成指,0,2020-03-24,9900.22,9921.68,9945.92,9634.97,398359286,43352858,2.13;
399001,深证成指,0,2020-03-25,10171.5,10241.1,10255.6,10111.4,416839383,45815211,2.22;
399001,深证成指,0,2020-03-26,10161.9,10155.4,10281.6,10112.6,372992274,39418689,1.99;
399001,深证成指,0,2020-03-27,10300.6,10109.9,10310.5,10105.7,345009876,38028170,1.84;
399001,深证成指,0,2020-03-30,9953.04,9904.95,9985.38,9791.02,356631370,38244066,1.9;
399001,深证成指,0,2020-03-31,10008.0,9962.3,10048.0,9925.68,315348324,33746897,1.68;
399001,深证成指,0,2020-04-01,9967.12,9951.84,10127.1,9927.92,333079526,35921678,1.78;
399001,深证成指,0,2020-04-02,9910.38,10179.2,10179.2,9896.65,328200763,36461702,1.75;
399001,深证成指,0,2020-04-03,10155.6,10110.1,10212.9,10069.6,320031270,35827671,1.71;
399001,深证成指,0,2020-04-07,10312.7,10428.9,10441.7,10296.7,401858319,44545542,2.14;
399001,深证成指,0,2020-04-08,10372.8,10386.5,10426.4,10344.4,396877235,42085634,2.12;
399001,深证成指,0,2020-04-09,10453.9,10463.0,10485.3,10401.2,377418831,40577852,2.01;
399001,深证成指,0,2020-04-10,10459.7,10298.4,10509.0,10265.9,394773437,42568534,2.11;
399001,深证成指,0,2020-04-13,10225.5,10223.2,10295.2,10173.1,298034337,31491500,1.59;
399001,深证成指,0,2020-04-14,10301.0,10475.7,10475.7,10276.4,329838758,36572182,1.76;
399001,深证成指,0,2020-04-15,10468.5,10417.4,10528.7,10404.5,379199306,40943923,2.02;
399001,深证成指,0,2020-04-16,10361.8,10470.8,10489.1,10346.1,348703811,37255575,1.86;
399001,深证成指,0,2020-04-17,10562.9,10528.0,10624.5,10507.8,401492380,46026736,2.14;
399001,深证成指,0,2020-04-20,10553.5,10621.5,10621.5,10523.6,340156237,38352924,1.81;
399001,深证成指,0,2020-04-21,10577.7,10506.9,10577.7,10394.4,359333292,40062306,1.92;
399001,深证成指,0,2020-04-22,10424.5,10617.2,10617.2,10409.8,344848571,37317906,1.84;
399001,深证成指,0,2020-04-23,10657.4,10564.0,10667.0,10557.9,382809728,40789639,2.04;
399001,深证成指,0,2020-04-24,10565.1,10423.5,10577.0,10388.7,372911396,38109720,1.99;
399001,深证成指,0,2020-04-27,10449.1,10452.2,10531.4,10367.3,320369787,33135158,1.71;
399001,深证成指,0,2020-04-28,10477.8,10501.2,10547.8,10194.2,384691530,40337245,2.05;
399001,深证成指,0,2020-04-29,10461.0,10514.2,10586.6,10449.4,290231990,31008188,1.55;
399001,深证成指,0,2020-04-30,10575.5,10721.8,10751.8,10575.5,348102531,40165670,1.86;
399001,深证成指,0,2020-05-06,10618.2,10883.2,10884.3,10613.9,350163180,41722085,1.87;
399001,深证成指,0,2020-05-07,10899.9,10863.3,10926.8,10832.1,345878892,39862113,1.85;
399001,深证成指,0,2020-05-08,10923.6,11001.6,11054.3,10904.9,354347891,41090238,1.89;
399001,深证成指,0,2020-05-11,11053.8,10969.3,11096.3,10902.6,349327539,41280106,1.86;
399001,深证成指,0,2020-05-12,10972.0,11015.6,11018.9,10871.6,309285832,36087780,1.65;
399001,深证成指,0,2020-05-13,10978.3,11074.6,11096.6,10954.7,298836841,35756691,1.59;
399001,深证成指,0,2020-05-14,11026.7,10962.2,11047.4,10955.5,325040791,37277392,1.73;
399001,深证成指,0,2020-05-15,11013.2,10964.9,11039.7,10919.5,317144620,38006322,1.69;
399001,深证成指,0,2020-05-18,10969.1,10921.2,11017.5,10858.5,362078884,44271363,1.93;
399001,深证成指,0,2020-05-19,11023.4,11052.8,11052.8,10978.7,310113851,38524547,1.65;
399001,深证成指,0,2020-05-20,11057.0,10948.5,11057.0,10914.8,345397379,41752421,1.84;
399001,深证成指,0,2020-05-21,10999.1,10845.4,11007.1,10818.8,321249943,37561019,1.71;
399001,深证成指,0,2020-05-22,10832.9,10605.0,10832.9,10559.3,299718973,34749013,1.6;
399001,深证成指,0,2020-05-25,10602.5,10592.8,10629.6,10532.9,241587533,28851361,1.29;
399001,深证成指,0,2020-05-26,10656.0,10815.4,10816.7,10647.2,270864207,32262933,1.45;
399001,深证成指,0,2020-05-27,10823.2,10682.7,10823.2,10657.8,293429898,34525617,1.57;
399001,深证成指,0,2020-05-28,10680.9,10653.5,10728.0,10505.8,297057869,33905802,1.58;
399001,深证成指,0,2020-05-29,10615.1,10746.1,10764.9,10588.7,294922962,33849858,1.57;
399001,深证成指,0,2020-06-01,10837.5,11102.2,11123.2,10837.5,390282217,45417007,2.08;
399001,深证成指,0,2020-06-02,11133.6,11112.5,11146.8,11059.2,419510341,47771015,2.24;
399001,深证成指,0,2020-06-03,11154.6,11108.4,11204.5,11100.7,418994916,47736338,2.24;
399001,深证成指,0,2020-06-04,11146.3,11139.3,11165.1,11080.5,358812247,39632534,1.91;
399001,深证成指,0,2020-06-05,11153.3,11180.6,11180.6,11087.2,342502177,37838767,1.83;
399001,深证成指,0,2020-06-08,11266.9,11215.8,11340.0,11195.8,357209784,40967403,1.91;
399001,深证成指,0,2020-06-09,11238.4,11284.2,11303.5,11195.0,329985426,36889948,1.76;
399001,深证成指,0,2020-06-10,11296.1,11335.9,11338.2,11249.4,319351629,37113576,1.7;
399001,深证成指,0,2020-06-11,11328.1,11243.6,11405.0,11180.8,356894664,43195052,1.9;
399001,深证成指,0,2020-06-12,11017.2,11251.7,11306.1,11003.3,354695601,42491906,1.89;
399001,深证成指,0,2020-06-15,11241.3,11192.3,11353.2,11192.3,389253048,46615040,2.08;
399001,深证成指,0,2020-06-16,11312.8,11399.0,11399.0,11293.9,359117074,44148024,1.92;
399001,深证成指,0,2020-06-17,11421.0,11420.8,11421.0,11330.4,382960520,46085039,2.04;
399001,深证成指,0,2020-06-18,11416.1,11494.5,11503.4,11397.6,379185206,46920884,2.02;
399001,深证成指,0,2020-06-19,11505.7,11668.1,11694.9,11500.5,360114583,45978087,1.92;
399001,深证成指,0,2020-06-22,11680.4,11702.4,11756.9,11658.8,379211213,48258304,2.02;
399001,深证成指,0,2020-06-23,11711.3,11794.0,11796.4,11651.8,349435937,45299635,1.86;
399001,深证成指,0,2020-06-24,11813.4,11813.5,11855.0,11760.5,321174661,43176656,1.71;
399001,深证成指,0,2020-06-29,11780.7,11752.4,11814.6,11695.5,327240865,42243253,1.75;
399001,深证成指,0,2020-06-30,11828.5,11992.3,12013.6,11827.8,327445773,44935429,1.75;
399001,深证成指,0,2020-07-01,12024.8,12113.0,12130.3,11945.9,394797724,53740830,2.11;
399001,深证成指,0,2020-07-02,12095.8,12269.5,12278.8,12056.0,482950799,60185258,2.58;
399001,深证成指,0,2020-07-03,12295.6,12433.3,12433.7,12232.7,514682696,63609445,2.75;
399001,深证成指,0,2020-07-06,12519.5,12941.7,12945.7,12519.5,693878579,84194585,3.7;
399001,深证成指,0,2020-07-07,13084.7,13164.0,13407.2,12997.2,757517271,94623272,4.04;
399001,深证成指,0,2020-07-08,13170.2,13406.4,13428.9,13059.2,671846144,84581578,3.58;
399001,深证成指,0,2020-07-09,13399.5,13754.7,13792.6,13385.4,761244344,97482615,4.06;
399001,深证成指,0,2020-07-10,13662.4,13671.2,13831.6,13599.0,699129201,90931866,3.73;
399001,深证成指,0,2020-07-13,13699.2,14149.1,14149.1,13699.2,710803988,95504254,3.79;
399001,深证成指,0,2020-07-14,14121.3,13996.5,14151.0,13698.3,738342134,99720684,3.94;
399001,深证成指,0,2020-07-15,14017.9,13734.1,14077.6,13646.7,672542484,89679187,3.59;
399001,深证成指,0,2020-07-16,13731.3,12996.3,13853.4,12966.3,622700319,82668080,3.32;
399001,深证成指,0,2020-07-17,13002.8,13114.9,13315.4,12916.1,477047429,62958904,2.55;
399001,深证成指,0,2020-07-20,13303.8,13448.8,13448.8,13032.4,494883151,64902490,2.64;
399001,深证成指,0,2020-07-21,13480.4,13536.2,13572.9,13396.6,472939231,61416303,2.52;
399001,深证成指,0,2020-07-22,13507.3,13657.0,13816.7,13459.9,500914307,65782434,2.67;
399001,深证成指,0,2020-07-23,13511.5,13661.5,13699.5,13281.5,527795891,69915779,2.82;
399001,深证成指,0,2020-07-24,13547.8,12935.7,13602.8,12869.0,566299750,75056466,3.02;
399001,深证成指,0,2020-07-27,13013.8,12976.9,13093.8,12838.9,398281265,52496323,2.12;
399001,深证成指,0,2020-07-28,13107.4,13147.3,13196.6,13022.8,389837210,50809523,2.08;
399001,深证成指,0,2020-07-29,13117.2,13557.4,13557.4,13086.0,437797601,59363551,2.34;
399001,深证成指,0,2020-07-30,13595.8,13466.8,13619.5,13432.1,470528689,61678715,2.51;
399001,深证成指,0,2020-07-31,13464.2,13637.9,13748.0,13399.9,486201682,65021322,2.59;
399001,深证成指,0,2020-08-03,13771.7,13964.6,13964.6,13713.0,568792353,76153232,3.03;
399001,深证成指,0,2020-08-04,13966.7,13860.5,14012.7,13779.2,567605801,76789526,3.03;
399001,深证成指,0,2020-08-05,13859.3,13960.9,13993.7,13726.6,502991736,67027305,2.68;
399001,深证成指,0,2020-08-06,13972.3,13863.1,13972.3,13661.8,534282824,72102390,2.85;
399001,深证成指,0,2020-08-07,13813.8,13648.5,13847.2,13411.7,510740600,70076573,2.72;
399001,深证成指,0,2020-08-10,13576.3,13657.3,13752.3,13454.0,452591805,63053595,2.41;
399001,深证成指,0,2020-08-11,13668.3,13466.3,13811.5,13450.2,467415698,62058822,2.49;
399001,深证成指,0,2020-08-12,13437.6,13308.5,13471.8,13026.0,450377019,60293024,2.4;
399001,深证成指,0,2020-08-13,13373.2,13291.3,13392.3,13254.4,403886454,49433006,2.15;
399001,深证成指,0,2020-08-14,13272.7,13489.0,13496.0,13242.8,388630536,48228951,2.07;
399001,深证成指,0,2020-08-17,13542.0,13742.2,13756.6,13490.6,489093704,61646725,2.61;
399001,深证成指,0,2020-08-18,13748.5,13768.2,13813.0,13692.1,474961631,59689840,2.53;
399001,深证成指,0,2020-08-19,13741.3,13480.8,13741.3,13473.0,479959539,59014720,2.56;
399001,深证成指,0,2020-08-20,13387.8,13320.9,13476.1,13270.1,389383834,47000320,2.08;
399001,深证成指,0,2020-08-21,13446.0,13478.0,13547.8,13373.7,384328637,48296297,2.05;
399001,深证成指,0,2020-08-24,13565.3,13666.7,13708.1,13419.0,411458025,55139618,2.2;
